id,directory,file,content
36a4af9e-989d-4c65-bd6e-4c69f521e13c,5meianoite.forumeiros.com,t30-usuario-11-aka-maryvader.html,agradece-mehahabem-vinda *-*
9c88ae96-283b-4482-b194-167e23d9eaa2,5meianoite.forumeiros.com,t30-usuario-11-aka-maryvader.html,"Merci!, e agradece-me tu a mim. Se não fosse eu, não conhecias o programa, humpf"
7fcc8392-55e9-493c-a0b2-b4ec3691e80b,5meianoite.forumeiros.com,t30-usuario-11-aka-maryvader.html,Bem vinda
e53f22eb-b5b5-4973-88af-dfb7351d42c8,5meianoite.forumeiros.com,t30-usuario-11-aka-maryvader.html,Bem Vinda
c90bd978-d363-4f76-98f8-29dc44dd3bf9,5meianoite.forumeiros.com,t30-usuario-11-aka-maryvader.html,Bem Vinda MaryVader
ada0b36b-b455-4f74-938e-a9c5a52e8bd1,5meianoite.forumeiros.com,t30-usuario-11-aka-maryvader.html,merci a todos!
7759986f-eef0-4924-bc9c-8c15ce3a8636,5meianoite.forumeiros.com,t30-usuario-11-aka-maryvader.html,Bem-vinda MaryVader.Diverte-te por cá.
e4f2a875-e2dc-422f-bda5-ed4901d0f28e,5meianoite.forumeiros.com,t30-usuario-11-aka-maryvader.html,"excuze mi?eu vi muito primeiro que tu, antes de chegares a casa"
d987db91-4108-4921-a95a-fd11f3458109,5meianoite.forumeiros.com,t30-usuario-11-aka-maryvader.html,cale-se matotola. unnf!
fd253f6c-2329-417a-9437-7f17f5347d05,5meianoite.forumeiros.com,t30-usuario-11-aka-maryvader.html,Bem vindaaa
4b0993ca-6264-43b2-be73-e5b7edb7f818,5meianoite.forumeiros.com,t30-usuario-11-aka-maryvader.html,bem vinda =)
f7a33b3a-4678-42bb-84d2-b9dd8a671508,5meianoite.forumeiros.com,t30-usuario-11-aka-maryvader.html,"merci, merci"
eebf1631-1629-43b2-b6e3-79ef8a392be8,5meianoite.forumeiros.com,t30-usuario-11-aka-maryvader.html,"Bem vinda, não interessa quem viu primeiro, mas quem vê assiduamente ahahah"
e587cc95-b62e-4aab-be20-e75545c7c85c,5meianoite.forumeiros.com,t30-usuario-11-aka-maryvader.html,Muito bem dito Ynothementalist !!toda a razão
4872442a-6f67-4f21-8cb7-f531a24defc0,5meianoite.forumeiros.com,t90-apresentacao.html,"Olá a todos. Obviamente, sou também fã do programa, muito pela originalidade e pela interactividade que tem... Parabéns pela criação do fórumAna Duarte"
06f5e53c-f214-4bcf-b2cd-cd15af8f3cc5,5meianoite.forumeiros.com,t90-apresentacao.html,Antes de mais obrigadabem-vinda e diverte-te
a4812437-1984-4bc3-ba07-1c5842947a14,5meianoite.forumeiros.com,t90-apresentacao.html,welcome
61afaa58-58d5-43af-8446-768f172519af,5meianoite.forumeiros.com,t90-apresentacao.html,bem vinda Ana!! ^^espero que te divirtas
717b8d50-c9f2-416c-a019-d563af9a32dc,5meianoite.forumeiros.com,t90-apresentacao.html,Bem-vinda Ana.
0522c68e-2a86-4d66-baab-c5cc396747bd,5meianoite.forumeiros.com,t90-apresentacao.html,Bem vinda!
ff15b00b-8d0e-4154-a8b9-8b284799af97,5meianoite.forumeiros.com,t192-gdfgfdgfdgfdg.html,gdfgfd
b3e2932f-c5bf-47f5-b584-175bdc57ac96,5meianoite.forumeiros.com,t66-um-tributo-a-raul-solnado.html,"O tributo ao mestre do humor de um grande fã. Contem depoimentos de amigos, colegas e admiradores de Raul Solnado e o «Fado Maravilhas», declamado por Raul Solnado."
529a91df-dacb-466b-af6d-8397c841f127,5meianoite.forumeiros.com,t66-um-tributo-a-raul-solnado.html,Fonix para um miúdo de 14 anos és muito interessado por merdas antigas. É isso mesmo pah. Mesmo sendo da Geração Morangos não sejas igual a eles!
64931e64-242f-4a13-8505-4d1913cf008a,5meianoite.forumeiros.com,t66-um-tributo-a-raul-solnado.html,Raul Solnado.. muito muito bom..um dos melhores comediantes de Portugal«Quando estava com ele tinha sempre aquela sensação da criança que está ao lado do seu ídolo» - Niltonfrase linda *.*
8e704534-1d88-4737-8043-b7265765916f,5meianoite.forumeiros.com,t66-um-tributo-a-raul-solnado.html,"Eun tmbém sou assim. Já era um enorme fã do Solnado. Tinha dois cds dele e tudo. Foi com muita pena que soube do seu falecimento...Aliás, até tenho o meu ""tributo"" a ele:"
72fa8f4b-9271-43f2-9365-79a47b292aef,5meianoite.forumeiros.com,t66-um-tributo-a-raul-solnado.html,http://bk1ll3r.deviantart.com/art/RIP-Raul-Solnado-132634528
a188a238-c0ae-406c-9c4a-faecb97fb319,5meianoite.forumeiros.com,t66-um-tributo-a-raul-solnado.html,ta muito giro... johny..acho que há fãs do Raul de todas as idades.. ele era o melhor humorista de sempre...
65e0123d-9fdb-47e6-b395-19f9951c121c,5meianoite.forumeiros.com,t66-um-tributo-a-raul-solnado.html,LOL faço das palavras do João as minhas
b200e38c-06df-47b9-a3ad-e34a664a3ff2,5meianoite.forumeiros.com,t66-um-tributo-a-raul-solnado.html,mas nem todas as pessoas dessa geração são assim... sim???
82d17150-b949-4001-bc35-f599f68adbfc,5meianoite.forumeiros.com,t66-um-tributo-a-raul-solnado.html,"mariana, de facto tens razão. Há muita gente da minha (e da tua) idade que só gostam de passar as tardes a ver talk shows e novelas. Eu prefiro ver e fazer outras coisas. do solnado tenho a biografia, o cd que saiu no ano passado e o «há petróleo no beato» em dvd."
dcfb6c21-9840-4cc4-9d8a-699fd230dd8f,5meianoite.forumeiros.com,t66-um-tributo-a-raul-solnado.html,"Espero bem que não, senão algo estaria muito podre no reino da dinamarca"
da712b94-29f3-4e1e-962c-a8de928a2668,5meianoite.forumeiros.com,t66-um-tributo-a-raul-solnado.html,ya... tipo.. e eu por vezes gosto de ver novelas.. mas isso não quer dizer nada.. também gosto de séries.. de 5 para a meia noite.... e não é por ser da geração dos morangos que vou ser mais ou menos fixe.. não tem nada a ver.. acho que cada pessoa é como é.. não contando se a sua geração é a dos morangos ou não.. porque em todas as gerações há aquele pessoal mais parvo..J.D nao percebi
bd7d137a-e924-4acb-87a9-4db54848f57d,5meianoite.forumeiros.com,t66-um-tributo-a-raul-solnado.html,"mariana eu tou a falar dakelas pessoas que se acham as maiores (e espero não ofender ninguém) por usarem um tique de linguagem (exemplo: há colegas meus que acham muito engraçado dizer palavrões em inglÊs e riem-se quando ouvem um) ou por usarem uma peça de roupa «da moda». eu nunca vejo novelas, só gostei de uma na minha vida que foi a «cobras e lagartos» da sic, mas eu estava a falar daquelas pessoas que gostam de ver na TV  a quinta das celebridades, o Toy a cantar ou a maratona de novelas da RTP1. SIC e TVI."
91225c76-0ce5-469b-8d7a-b997399c8b79,5meianoite.forumeiros.com,t66-um-tributo-a-raul-solnado.html,ya.. tipo.. há pessoas que são assim.. mas essas pessoas como o joao disse não são só da geraçao dos morangos(da nossa geraçao) há em todas as geraçoes..
f62c4dbe-03c5-43b5-bbbc-0f2808fdaaed,5meianoite.forumeiros.com,t66-um-tributo-a-raul-solnado.html,"Não percebeste o quê?Estava a dizer que de certa forma acalma-me saber que nem toda a gente da tua idade é a tão falada geraçao ""morangos com açúcar"" e não se contenta com o que lhes dão mas quer saber mais, pesquisa mais e afins...relativamente ao reino da dinamarca xD é uma célebre expressão que eu manipulei pq ela é mais ou menos assim: ""algo está podre no reino da dinamarca"", se não estou enganada é do Hamlet do Shakespeare. No meu caso, ao usá-la quis dizer que este país estaria mesmo muito mal se todos os jovens fossem demasiadamente influenciados pelos morangos com açúcar.Espero ter conseguido fazer-me entender(acho que expliquei demais)"
dd8a7e1e-e382-4d14-ab8f-8ef67a74fdc6,5meianoite.forumeiros.com,t66-um-tributo-a-raul-solnado.html,agora  percebi.. obrigada
1929505e-3ed7-4254-b715-43f77fa39ad3,5meianoite.forumeiros.com,t66-um-tributo-a-raul-solnado.html,Sempre às ordens
60d26eb1-c1fb-42bc-938b-603b9a13512e,5meianoite.forumeiros.com,t66-um-tributo-a-raul-solnado.html,"lol.. Obrigada...mas este Sr. sem dúvida foi um grande Homem...e merece todas as homenagens possíveis...""Façam o favor de ser felizes!"""
03d2b55a-d354-40ef-8888-c18a8f2e60e0,5meianoite.forumeiros.com,t66-um-tributo-a-raul-solnado.html,"Foi, e toda a gente nova devia-o conhecer."
ca208886-9fac-4df2-b353-ef3d7d7b3ef1,5meianoite.forumeiros.com,t66-um-tributo-a-raul-solnado.html,ya.. porque foi ele que fez crescer o Humor e a Humanidade em Portugal.. muita gente aprendeu muito com ele...
a32ac3b0-88b3-4803-ae89-765973793d9b,5meianoite.forumeiros.com,t66-um-tributo-a-raul-solnado.html,"Pouco vi e conheço dele, mas parece ter sido um humorista fenomenal...RIP!"
f781803e-aaeb-47d3-9de0-05fc92a7020b,5meianoite.forumeiros.com,t66-um-tributo-a-raul-solnado.html,Um grande humorista sem duvida..mas a cima de tudo um grande HOMEM !!
d8aa4067-5e94-4d77-bfb3-d1133ef2ce25,5meianoite.forumeiros.com,t66-um-tributo-a-raul-solnado.html,"Tadita, é nova, é da geração morangos, não conheçe expressões antigas...ahah tava a brincar. Até porque eu também devo pertencer a essa geração. Mas a verdade é que odeio os morangos (também não gosto do fruto, mas deste caso é mesmo a novela).Sempre preferi coisas com cultura. E na verdade gosto de muitas coisas mais antigas. Tal como os antigos sketches do Raul (as chamadas de telefone, as historias da sua vida e a historia da guerra são geniais). Por exemplo, na semana passada comprei o dvd d Herman Enciclopédia e a verdade é que não estou a ver nada de novo, mas sim a rever porque quando era pequeno já via o programa..."
be0ffd9b-af02-41b9-b57f-6c70614df71f,5meianoite.forumeiros.com,t66-um-tributo-a-raul-solnado.html,"O Herman é fabuloso. Podem dizer muita coisa sobre o senhor mas a verdade é que ele é um génio no que concerne a comédia, basta olhar para o historial dele.(agora uma coisa que não tem nada a ver: reparei que a mariana tem ali mexeriqueiro. Bem vou tentar postar o menos possível =/ recuso-me a passar de ""5 para a meia-noite"" para ""mexeriqueiro"") xDPerdoem a minha estupidez"
5469a2a2-50ca-41b1-ae5c-296c9857ac60,5meianoite.forumeiros.com,t66-um-tributo-a-raul-solnado.html,Ele foi um génio para a comédia em termos de actor e de fazer a comédia ser vista com outros olhos.Porque em termos de piadas e textos o mérito vai para as Produções Ficticias. Principalmente para Nuno Markl.
d2094ed9-606c-467e-88e4-f7e18d1f39f8,5meianoite.forumeiros.com,t66-um-tributo-a-raul-solnado.html,"o melhor programa do herman foi o  tal canal, sem duvida. é pena k ele tenha-se deixado ir abaixo a apresentar concursos de TV e programas de miudos a cantar. É pena."
76531722-ce5a-4db4-bccd-56d397999a19,5meianoite.forumeiros.com,t66-um-tributo-a-raul-solnado.html,nothing lasts forever
5ecffb34-50a5-4f96-864c-d70359c01a58,5meianoite.forumeiros.com,t101-convidas-quinta-feira-3-09-maya-e-ana-lucia.html,"Mais uma semanaMais uma quinta feiraMais um programaMais um verbo, e desta feita lucubrar é o verbo da semana...ora quem melhor para falar de lucubrar que seja a Maya e Ana Lucia.Este programa promete ...ai promete prometein Para Lá das 5"
9d4d9041-883d-43d6-8c02-f12547f409db,5meianoite.forumeiros.com,t101-convidas-quinta-feira-3-09-maya-e-ana-lucia.html,"Maya, é de certeza do conhecimento de todos e dispensa apresentaçoes mas... Maya é taróloga, apresentadora de TV e agora anima as noites no Manta Beach, um dos mais badalados espaços nocturnos do Algarve, e esta é a ligação ao verbo lucubrarA bem pouco tempo Maya foi protagonista de uma revista masculina, a FHMAna Lúcia... muita gente nao conhece, mas esta bela jovem tem a ligação aao verbo lucubrar devido a sua profissao...Lucubra durante a noite dando dinheiro sendo uma companhia pela noite dentro...é uma boa companhia para aqueles que nao conseguem dormir e apostam na sua sorte para arrecadar algum dinheiro"
28b9c2cd-3905-4d96-a140-a6526fe8cc13,5meianoite.forumeiros.com,t101-convidas-quinta-feira-3-09-maya-e-ana-lucia.html,acho que vai ser um bom programa..
e2989e6e-0213-42f4-9131-2ddbe6a2040d,5meianoite.forumeiros.com,t101-convidas-quinta-feira-3-09-maya-e-ana-lucia.html,Tenho medo da menina que dá euros a meio da noite
c49dbab3-6bb6-47cf-81e3-58cfa9c87aa3,5meianoite.forumeiros.com,t101-convidas-quinta-feira-3-09-maya-e-ana-lucia.html,"Ai, ai a companhia do Pedro..Promete! Mas por favor, nao deixem a Maya fazer previsões, senão o pessoal começa todo aAcerca da Ana, o único comentário que tenho a dizer é: ""Cuidado Pedro, o Programa já  e tarde""! (Lucubrações)Falando a sério, penso que vai ser um bom programa, só para variar.."
c9e85717-b959-4688-a8ff-c5ee5d77722a,5meianoite.forumeiros.com,t101-convidas-quinta-feira-3-09-maya-e-ana-lucia.html,"adorei TUDO TUDO TUDOtirando a Maya, que é uma convencida e uma não me toques no pior -.-"
2df825d0-d761-4513-9805-29e80e272960,5meianoite.forumeiros.com,t101-convidas-quinta-feira-3-09-maya-e-ana-lucia.html,"Foi engraçadito o programa, mais descontraído que o de ontem.Apesar de não ir muito com a cara da maya gostei de a ouvir falar ^^A menina dos euros tem piada, diz ela que a familia junta-se para ligar e não sei quê... deve pensar que aquilo é em horário nobre, tou mesmo a ver uma família com putos no sofá às 4 da matina a ver o programa dos euros"
b12a2a97-f20a-4b93-a070-3f6e345c394c,5meianoite.forumeiros.com,t101-convidas-quinta-feira-3-09-maya-e-ana-lucia.html,ADOREI simplesmente o programa.... tava mesmo fenomenal.. só a Maya é que se armou um bocado mas.. LINDO
db33d67d-0f81-4609-9d6b-ee106e286ac1,5meianoite.forumeiros.com,t101-convidas-quinta-feira-3-09-maya-e-ana-lucia.html,"Achei este programa engraçadissimo! no entanto, a Maya foi para lá com uma auto estima descomunal e desnecessaria.. mas que dizer mais da mulher..?!!"
d5e0f5a3-063b-4d46-8291-a809a987e72f,5meianoite.forumeiros.com,t54-livros-favoritos.html,"Uma vez que já há tópicos sobre música, cinema e séries, acho que é também importante falar de literatura (perdoem a ousadia) xDLivros, autores... enfim, o que gostam mais de ler...O meu livro de eleição até aos dias de hoje: ""uma casa na escuridão"" José Luís Peixoto"
ee2896f5-b505-44e3-a11c-8e0829ea4a55,5meianoite.forumeiros.com,t54-livros-favoritos.html,"Como escrtor prefiro escrever a ler, mas sem leitura não ha escrita,por isso aqui vai:Book thief (a rapariga que roubava livros) de Markus SuzakSenhor dos aneis de TolkienEntrevista com o vampiro de anna rice1989 (acho eu)animal farm do mesmo autor do anterior que não lembro o nome mas sei que é anarquista.O admiravel mundo novo de huxleyA insustentavel leveza do ser de Milan Kunderatudo de TolstoiFernando Pessoae Twilightentre mais de 100 titulos que li este ano (é o que dá fiar um ano em casa)"
a4f5058c-dddf-42f0-ba47-3f22710536a8,5meianoite.forumeiros.com,t54-livros-favoritos.html,"Harry Potter (sou viciada, mas o melhor para mim é o Cálice de Fogo)EquadorCemitério de Pianos (de José Luis Peixoto, colabora mts vezes com os Moonspell)No dia em que fugimos tu não estavas em casa (do Grande Alvim!!)Tudo de Álvaro de Campos"
867159b6-b177-4ef3-93be-b37b053308ed,5meianoite.forumeiros.com,t54-livros-favoritos.html,"Twilight saga. Não me falem em moda ou wtv. Eu quando comecei a ler ainda não era moda (há um ano e tal atrás) e pronto, foram os únicos livros que li e me deram prazer ler 8D Não consigo ler mais nada, a nao ser os livros de escola +.+"
801731a9-d0c2-4ef2-b066-09de7cd4fedc,5meianoite.forumeiros.com,t54-livros-favoritos.html,"Vou admitir: Leio poucos livros que não sejam de comédia...Por isso, favoritos:colecção O Homem Que Mordeu O CãoAs Teorias Do NiltonHa Vida Em Markl 1 e 2Fernando Alvim 50 Anos De Carreira(sim, sou um ENORME fã e admirador de comédia.)B.D.Garfieldcalvin & Hoobese depois é livros e revistas de coisas de design, arte e Photoshop...não sou grande exemplo para ninguem em termos de leitura xD"
46cfae25-715b-44a0-82b8-0e41b36cbb20,5meianoite.forumeiros.com,t54-livros-favoritos.html,J.L. Peixoto *_* (o antídoto foi uma parceria entre ele e os moonspell xD)Toda a gente já leu o twilight menos eu
c4dcac18-f1b1-433a-9fae-78ae519f1b06,5meianoite.forumeiros.com,t54-livros-favoritos.html,"Eu não li nem vou ler. (não, não é por ler pouco, é mesmo porque não gostar muito...)E os filmes é naquela de por curiosidade... xD"
334b941a-c8f8-446c-bb71-81c6071c4238,5meianoite.forumeiros.com,t54-livros-favoritos.html,"Eu tb não li o Twilight, acho o filme giro, não é uma obra prima nem esta nos meus favoritos mas tem algumas partes que gosto.Ah Garfield tb adoro e o Tio Patinhas claro."
87089b37-dea3-410d-84e0-9d8a55c198a2,5meianoite.forumeiros.com,t54-livros-favoritos.html,"Obrigada pela vossa solidariedade LOLdo Rodrigo Guedes de Carvalho, muito bom"
b7ff5988-d678-4612-840b-620bebbe0e44,5meianoite.forumeiros.com,t54-livros-favoritos.html,"Tal como a MJ os meus preferidos são a saga Twilight. de resto não consigo ler nada >.<só livros de comédia como o Homem que mordeu o cão e o Vai uma Rapidinha? do Markl, Maria de Vasconcelos e Pedro Ribeiro e BD's da Disney"
41f24046-bb97-4a01-9068-c6cb86c5b150,5meianoite.forumeiros.com,t54-livros-favoritos.html,Os meus peferidos são sem duvida a saga de Twilight. E aconselho a ler porque os livros sao muito melhores que o filme.Também gostei de Coraline e a porta secreta.Despertar e conflito de Cronicas Vampiricas.Eragon.e outro que nao me lembro o nome.
67ddaba5-2033-41c7-8a8d-2c8933e8b843,5meianoite.forumeiros.com,t54-livros-favoritos.html,Aliás maior parte do livro não está no filme. Houve imensas cenas que esperava  ver e não apareceram.
a8f333e6-db9b-49e6-8ffb-b044c8ee94a3,5meianoite.forumeiros.com,t54-livros-favoritos.html,bom... vão-me chamar lamechas e não sei quê mas cá vai.. (eu choro bues a ler livros lol:oops: )*As palavras que nunca te direi*Sorriso das estrelas*/Um momento inesquecível*(todos no Nicholas Sparks)*Abandonada*Não tenhas medo do escuro*Guarda da praia*Lua de Joana*O rapaz que ouvia as estrelas*já li tantos tantos.. adoro ler.. sei que me estou a esquecer de alguns que eu adoro..mas pronto se me lembrar de mais actualizo..=)
c88aaea9-3226-4591-a749-983780b4ba32,5meianoite.forumeiros.com,t54-livros-favoritos.html,"Simplesmente adoro ler, BD e livros de aventura, clássicos, etc. Os que mais gosto?ui, são imensos, mas aqui estão eles(não estão por ordem)):«o rapaz do pijama às riscas» - virou filme há pouco filme, é espectacular.«O principezinho» - o meu favorito dos favoritos!«As aventuras de Tom Sawyer» - um clássico«O guardião do tempo»  - fala sobre viagens no tempo«Bleach», uma manga muito boa«Um crime no expresso do oriente», outro clássico«a volta ao mundo em 80 dias»«20 000 léguas submarinas», o livro que mais gosto do júlio vernetodos do sherlock holmes«Akira», outra manga, esta tem filme«O carteiro de Pablo Neruda», uma história cativante e diferente«O Pai Natal não existe»«Há vida em Markl»«Há vida em Markl: opus 2»«O livro do homem da conspiração»«O homem que mordeu o cão»«O regresso do homem que mordeu o cão»«O homem que mordeu o cão - a revolução»«Boca do inferno»«Danny, o campeão do mundo», marcou-me porque a história é diferente, é do autor do famoso «charlie e a fabrica de chocolate»«Fagin, o judeu» , uma bd de Will Eisner«MAUS - A história de um sobrevivente», uma história em BD impressionante sobre a sobrevivência de um judeu à 2.ª guerra«O grande jogo», outra BD de Will eisnerGosto também das BD francesas, nomeadamente spirou, tintin, asterix e lucky luke"
ed01c118-ebdc-449b-af25-1ec19388ec33,5meianoite.forumeiros.com,t54-livros-favoritos.html,"Oh esqueci-me da ""Lua de Joana"" gostei tanto."
e97bae6f-6d69-414e-9cdc-c391ecfa0a3f,5meianoite.forumeiros.com,t54-livros-favoritos.html,é lindo nao é [uJjoana[/u]???chorei bue.. mas eu sou lamechas lol..
88c2c899-fe11-4c84-98ee-376716d695e5,5meianoite.forumeiros.com,t54-livros-favoritos.html,A história é muito... sei lá.Ela depois morre.
1e90ab83-efba-4ee3-84c1-54e4fc9eac67,5meianoite.forumeiros.com,t54-livros-favoritos.html,ya.. tipo tive que ler 3 vezes o livro para perceber o fim.. lool..quando fui ao concurso nacional de leitura na fase distrital pediam que lêssemos 3 livros dos quais este fazia parte.. e foi dessa dessa 3ª vez que o li que percebi o final.. ups
935fd195-b6ed-43f3-9110-4f01d7c238f6,5meianoite.forumeiros.com,t54-livros-favoritos.html,Codigo Da VinciAnjos e DemóniosA Conspiração:D
3f508c4d-3627-4797-bf92-1c715e93cb80,5meianoite.forumeiros.com,t54-livros-favoritos.html,disseram-me que esse livro era muito fixe.  o Codigo Da Vinci
ee391ec5-5b15-41f7-b107-d121671e91d9,5meianoite.forumeiros.com,t54-livros-favoritos.html,"O único livro que consegui ler todo até hoje foi ""Margarida na Austrália""  devido ao meu sonho de visitar Austrália"
2f6c2676-2fa5-490f-84f6-8a5dab88e383,5meianoite.forumeiros.com,t54-livros-favoritos.html,"Que engraçado! Tb tenho esse livro e tb quero ir à Austrália...Muito giro o livro, escrito em diário de bordo, mt bom graficamente... As fotos são lindas!"
ff65a640-ebfa-4003-b3b8-69fddab88a8a,5meianoite.forumeiros.com,t54-livros-favoritos.html,"Ando curiosa para ler ""a vida num sopro"" do josé rodrigues dos santos =/"
44af9bdc-4d06-4d59-aa56-b9ed389939c3,5meianoite.forumeiros.com,t54-livros-favoritos.html,Vai aonde te leva o coração - Susanna TamaroEnfim Juntos- Anna GavaldaEnsaio da Cegueira- José Saramago
8fa35c40-7c2c-44d0-938f-9c201f7df9d8,5meianoite.forumeiros.com,t54-livros-favoritos.html,"Ah, gostei muito de ler ja há uns tempos atrás o ""e se fosse verdade..."" do Marc Levy, apesar de não ser o tipo de livro que me cative."
1f87f705-c4fd-415d-9086-754698bf2102,5meianoite.forumeiros.com,t59p25-sugestoes-e-criticas.html,"Bom, vamos lá dar uso a esta parte do forum.Fica aqui mais uma maneira de nos enviarem sugestões e criticas sobre o blog ""Para Lá Das 5""Postem tudo o que vos vai na alma aqui neste cantinho ^^"
6bda3070-2a28-4008-864a-3434a0b7f4ac,5meianoite.forumeiros.com,t59p25-sugestoes-e-criticas.html,"oh que visual super giro!quando entrei até pensei que era outro. está super diferente, mas para melhor.Parabéns."
48a3095a-458a-4752-92ff-f99b2f8e8bc8,5meianoite.forumeiros.com,t18-ranks.html,"Administrador(a) - Rank especialRedactor(a) - Rank especialElite  - Rank especialModerador(a)	 - Rank especialAntes das 5 - 05 para a meia-noite  - 10Mexeriqueiro	- 100Viciado - 300Segunda-feira - 500Muito viciado	- 700Terça-feira - 900Super viciado	- 1100Quarta-feira - 1300Fã - 1500Quinta-feira - 1700Mega-fã - 1900Sexta-feira - 2100Para Lá das 5 - 2300Sábado - 25005 para a uma - 2700Rotina - 2900Estes são os ranks actuais. Não estão muito originais, mas...O número a frente dos nomes é o número mínimo de mensagens que precisam de ter para subir de rank. Ainda não há imagens para eles, mas em breve vou adicionar :]"
ef9e0fb7-5324-43a5-9bad-4c229cafe271,5meianoite.forumeiros.com,t117-convidado-de-sexta-feira-dia-11-09.html,"Neste ultimo dia de Vampirizar Luís Filipe Borges irá ter como convidado João Perry, actor e encenador.João Rui Morais Sarmento Paquete nasceu a 21 de Julho de 1940 em Lisboa. Oriundo de uma família com ligações ao teatro, estreou-se muito novo em ""Rapaziadas"" (1953) no Teatro Nacional. Neste período, destaca-se na peça ""Três Rapazes e Uma Rapariga"" (1957), onde trabalhou com Vasco Santana.Esteve em África, França e Estados Unidos, fez comédia e revista e trabalhou em vários teatros de Lisboa.Dos imensos trabalhos de teatro que fez, pode-se destacar Romeu e Julieta (1961-1962), Joana de Lorena (1964-1965), O Homem Que Fazia Chover e Passa Por Mim no Rossio, onde maravilhou o público com a sua recriação de Almada Negreiros.Quanto a filmes destacam-se as participações em Raça (1960), Fragmentos de Um Filme-Esmola (1972), Crónica dos Bons Malandros (1981-1982), Sem Sombra de Pecado (1982), Um Adeus Português (1985), Vale Abraão (1993) e Tráfico (1998).No seu trabalho na TV, participou na primeira telenovela nacional: Vila Faia (1982), seguindo-se A Banqueira do Povo (1993), Na Paz dos Anjos (1994), Ajuste de Contas (2000), O Jogo (2003) e Fascinios (2008).Mais recentemente emprestou a sua voz a um documentário Açoreano ""As Ilhas Desconhecidas"", realizada para TV pelo cineasta, argumentista e jornalista Vicente Jorge Silva.A sua voz pode ser facilmente conhecida pelos portugueses devido às narrações que faz em inúmeras publicidades.Porque terá Boinas convidado João Perry? Será que ele já fez algum papel de vampiro? Teremos que descobrir logo à noite.In"
e835981e-75b9-427a-8da5-76afe19deb6a,5meianoite.forumeiros.com,t117-convidado-de-sexta-feira-dia-11-09.html,"não foi dos melhores programas, mas comeu-se :}"
